sentiment,text
0,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS 
0,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too "
0,@msdrama hey missed ya at the meeting  sup mama
0,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
0,why is it always the fat ones?! 
0,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*"
0,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
0,wednesday my b-day! don't know what 2 do!! 
0,Poor cameron (the hills) 
0,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache "
0,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike"
0,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435
0,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL....."
0,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
0,"@stark YOU don't follow me, either  and i work for you!"
0,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.
0, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
0,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
0,Behind on my classes for work 
0,watching &quot;House&quot; 
0,@kpreyes Remember my bum leg? Strikes back this time its serious 
0,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "
0,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014
0,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?
0,@Henkuyinepu it's overrated 
0,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times 
0,laying in bed with no voice.. 
0,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy
0,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.
0,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
0,@salancaster  hope your ok.
0,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love
0,@HibaNick yeah aw but i know i wudnt stand a chance 
0,ugh. cant sleep. its 1:30am. 
0,Hanging in Crooners. Wanna sing. Can't. Sucks. 
0,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! 
0,Is pissed off that there's no ASBA's for a radio station. 
0,wednesday my b-day n don't know what 2 do!  
0,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. 
0,I am in pain. My back and sides hurt. Not to mention crying is made of fail. 
0,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
0,@allyheman but.. but.. but.. I'm not a big fan on camilla belle 
0,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
0,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done 
0,I'm so cold 
0,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow 
0,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff
0,Hoping the tummy rumbles go away soon 
0,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
0,almost bedtime 
0,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart
0,Agh...snow!!! 
0,i miss kenny powers 
0,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
0,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
0,@JonathanRKnight I guess that's a no then. 
0,sadly is going to bed. 
0,@ozesteph1992 Shame to hear this Stephan 
0,@mrsaintnick hey! i'm leavin in the morning... 
0,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
0,laid around too much today... now my head hurts 
0,@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.
0,my nokia 1110 died..  
0,My mom might have breast cancer won't find out anything for. Like a week I'm so worried! 
0,Going to sleep. Hoping tomorrow is a better day. 
0,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too
0,@onemoreproject that is lame 
0,I don't understand... I really don't 
0,HEROES just isn't doing it for me this season... 
0,Living not downtown sure isn't much fun.  
0,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!
0,Man Work is Hard 
0,"getting sick  time for some hot tea, studying, and then sleeeep"
0,Getting eyebrows waxed. More pain 
0,No phantasy star yesterday  going to work...
0,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well 
0,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too 
0,is alone downstairs...working 
0,I feel bad for doing it 
0,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
0,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far 
0,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. 
0,Thanks for bursting my bubble 
0,Going to school soon... can't find anything to wear!! gosh it's so hard 
0,@marieclr I was serious  LOL
0,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history
0,Crazy wind today = no birding  http://ff.im/1XTTi
0,currently at work.. 
0,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. 
0,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!
0,i don't see the big deal with this website 
0,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail
0,@ColinDeMar Far too out of the way for rail.  any other tips?
0,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.
0,"Today I realized I am too good at hiding things, even I can't find it "
0,"Staying at a friends house...house sitting, neighbors are SO loud-having a party "
0,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!
0,Check out my mug  http://www.erika-obscura.blogspot.com
0,Borders closed at 10 
0,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days 
0,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! 
0,is watching the hill . . .and its making me sad 
0,So many channels.... yet so so boring... lazy day again  may have to find a hobby
0,@supersport I miss my buddy  ill be in NY on the 25th
0,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people
0,Opps.. As I said.. I still got one day remain and now problem come 
0,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb"
0,@HillyDoP  oH NO
0,spencer is not a good guy. 
0,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
0,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she???s not well "
0,didn't get shit done today ~ i'm so screwed 
0,wanttss to go out 
0,Is not going to sleep tonite. 
0,too worried and tired to post tonight 
0,couldn't get shit done today ~ i'm so screwed 
0,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep "
0,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*("
0,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now
0,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. "
0,@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! 
0,i hate to see the spartans so sad 
0,My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot 
0,"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!"
0,@mandayyy 
0,@twista202 I think I want to read some books but the library doesn't have them 
0,My nap was interrupted so many times today  Going out for Japanese with the 'rents again...
0,Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh. 
0,@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.
0,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 
0,sad that the 'feet' of my macbook just fell off 
0,I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad 
0,"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  "
0,"Has now gotten somebody to read his tweets, but cant get them to make an account. "
0,@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:
0,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me 
0,@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha
0,@breadandbadger Congrats!!  i totally forgot to submit photos 
0,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx"
0,@imaginarypeach now your leaving me  .... -gets sad-
0,"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. "
0,SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED 
0,Tuesday???ll start with reflection ???n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers 
0,What tragedy and disaster in the news this week 
0,yes yes still trying to find a picture that will upload correclty.. 
0,Why oh why was the Red Sox game rained out? I was so looking forward to opening day 
0,I still can't find my keys. 
0,@charlietm I know right. I dunno what is going on with twitter. 
0,might be getting a sore throat again 
0,@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!
0,@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.  
0,@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd 
0,is in the bathroom... wake up lakin. 
0,@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3
0,"im lonely  keep me company! 22 female, california"
0,bad day at the betfair office 
0,I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!
0,I'm really cold. I don't want to go to sleep yet but there's nothing to do 
0,@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round! 
0,monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken
0,@miss_om Aww  I know I felt like that yesterday at work 
0,@SarahReedSC treaty isn't defined 
0,missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;
0,@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx
0,Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts
0,@mandayyy   
0,New video card is DOA. 
0,"feeling lost, naked and confused (JK, sort of).....no iphone for me. "
0,"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work "
0,missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;
0,i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah
0,has lost his ring. It's no-where to be seen 
0,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY."
0,Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick 
0,Is fucked to go back to IC 
0,@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. 
0,@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can
0,@kissability Me too I is poor 
0,help me forget 8th april &amp; 13th july! 
0,"dierks bentley is comin' to columbus, OH!! i wanna go so bad "
0,i have to take my sidekick back. 
0,@chriscantore congrats! I'm totally jealous! only wish my XM was working 
0,gr8t my face is very itchy 
0,poor socks  luvvvvv the golden retriever!! I want one sighhhh
0,I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible 
0,Aaaaand the nausea is back. 
0,@DonnieWahlberg ooh I???m excited and not even going 2 be there  long love YOUTUBE!
0,spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..
0,@mathewsmichael  i agree... the jobros dont update theres very often 
0,@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link 
0,@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  )
0,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!"
0,@bostongarden I miss bentley 
0,seriously needs to finish these job applications 
0,"My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids"
0,Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. 
0,@huntermoore I don't want him to ever punch me.  
0,sooo sick of the snow  ughh
0,@ITS_NEMESIS ------- 
0,@LoveMeagan it doesn't work your fan is upset 
0,I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern. 
0,@zaydia but i cant figure out how to get there / back / pay for a hotel etc 
0,"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN "
0,feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.
0,@ThaStevieG but what I really want is my old bass back 
0,Mad tired today... Callin it in early tonight  nighty night twittas
0,"@LevenRambin: Take it easy, and be good to you. "
0,I'm afraid I had bad code. 
0,Think I'm going to bed. Goodniight. I hate this 
0,"@riancurtis  i'm here, friend, and i love you."
0,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??
0,@aaronrva is in the bathroom and i have to pee!    
0,@ashleyskyy but I wanted a margarita too! 
0,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!
0,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good 
0,"has 0g of milky bar left, and around 200ml of coke "
0,@jokerrrr It stillllll hasn't arrived 
0,"Mraow, I feel like dancing, but first art school wants to rape me some more. "
0,@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time 
0,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back 
0,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.
0,"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/"
0,"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!"
0,Just watched tropic thunder. Dreading tomorrow 
0,@qweendassah no...he's still miss'n... 
0,ChiefDelphi is down 
0,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)"
0,playing game at home! my new boss didn't call me yet... 
0,Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t
0,Poor Joshy is sick???   those damn tejanos!
0,My thoughts are with Sandra Cantu's family at this difficult and sad time 
0,"@FranzGlaus I know, just wanted to let everybody know what was happening  "
0,Michigan who?  I don't know them.                   *sigh*   Shameful!
0,i have to fill two hours 
0,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday "
0,@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office 
0,throat is closing up and i had some string cheese. not a good idea 
0,"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family."
0,wishing i was home underneath my covers 
0,walking home from school drains all my energy 
0,"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!"
0,@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?
0,I wish I was better at writing. It's taking me so long to write this paper. 
0,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... 
0,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project."
0,@thecoolestout Ha the sun's already gone 
0,day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. 
0,My man crush Jake Peavy let me down  #gayforpeavy
0,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail "
0,michigan state you make me sad 
0,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.
0,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs
0,@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. 
0,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. 
0,just got home from watching Michigan State get tromped!   
0,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache "
0,"@griffmiester no exchanging for me, my laptop hasn't arrived "
0,@hyperbets i hope this doesn't last too long.  i feel miserable!
0,@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...
0,@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down 
0,@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!
0,"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah "
0,@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week 
0,"@otakusecret my reaction too  whoa, didn't see that coming"
0,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! "
0,"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry "
0,@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for. 
0,Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it 
0,New Testament Test at 9:30 am   
0,@ScoutBuck tons no hay Troll? ahhhh 
0,stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! 
0,"http://twitpic.com/2y2yi - I love you, Buck. "
0,last one!!! but still not done!!! 
0,homework.... 
0,I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby 
0,Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots 
0,@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?
0,"Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and "
0,"DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL, MORE MONEY FOR A PHONE.  ttyl EVERBODY!!!"
0,@Sara_Kate Im afraid too  ( ur reply about uni from ages ago
0,feeling down 
0,@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke 
0,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart."
0, wonder if Jon lost the net
0,Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML
0,@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock 
0,@Poohpot lmao im sorry poohpot i ate it all! 
0,Any chance  Softbelly (for @MTUB) isn't loud? 
0,Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but I???m drool for some swimming
0,listening to nathan cry.... 
0,today sucked. I'm gonna die without chris and callum!  wahhh!
0,"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... "
0,@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick 
0,is in love with scrappy and is missin him already 
0,wants to hear @seblefebvre 's song but myspace is messing with me 
0,Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management
0,@duchess_rebecca Man... intervention is soo sad 
0,HELP! I need a new boyfriend... I'm stuck in a rut 
0,I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me 
0,Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax 
0,Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka
0,"@soillodge yes, it will be. it's only Monday "
0,i want the new GG episode already 
0,I miss watching Rocko's Modern Life. 
0,RIP Sandra....its so sad    how can someone do something like that??
0,Keeping my fingers crossed for my buddy    He is not feeling well.
0,Wait should I eat?? Or be skinny for vegas!! I'm hungry! 
0,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... "
0,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin "
0,Sitting here wondering why &quot;ED&quot; still has such a strong hold on me 
0,@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!
0,"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! "
0,@Steve_Buscemi the weather in Canada is freezing 
0,twiggassssssss I been out of range all day  I'm back now and hopefully for good.
0,@danadearmond 
0,anyone who reads this pray for my Grandma. She's in pain 
0,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  "
0,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe."
0,@johnnybeane hey! you just changed your default. 
0,Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.
0,"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work."
0,buttload of homework! 
0,needs another copy of visual studio 2008 
0,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in"
0,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail 
0,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad "
0,"@Henkuyinepu yeah, apparently i have really bad taste "
0,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.
0,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..
0,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK
